#t x y z qx qy qz qw
1520435236.025926113 -0.265973695 -0.400486597 1.175811795 -0.013295631 -0.037991472 0.004622318 0.999178917
1520435236.034259081 -0.266027083 -0.400224625 1.175738515 -0.012862987 -0.038154048 0.004302038 0.999179816
1520435236.042593002 -0.266190738 -0.400083698 1.175733476 -0.013161099 -0.037931359 0.004292994 0.999184451
1520435236.050926208 -0.266361677 -0.399919865 1.175771313 -0.013402418 -0.038115964 0.003931658 0.999175706
1520435236.059259176 -0.266548710 -0.399681980 1.175748832 -0.013345752 -0.037964525 0.003864957 0.999182490
1520435236.067592144 -0.266686872 -0.399451465 1.175645472 -0.013074567 -0.037915843 0.003958140 0.999187559
1520435236.075926065 -0.266864322 -0.399170737 1.175496671 -0.012489050 -0.037985450 0.004043516 0.999192063
1520435236.084259033 -0.267008173 -0.399003028 1.175463261 -0.012147788 -0.038383646 0.003350139 0.999183619
1520435236.092593193 -0.267312666 -0.398666549 1.175285908 -0.012190218 -0.038529792 0.002936385 0.999178779
1520435236.100926161 -0.267353353 -0.398473580 1.175225698 -0.012144112 -0.039317836 0.002825841 0.999148959
1520435236.109259129 -0.267707491 -0.398399423 1.175305931 -0.012410604 -0.038891732 0.002511453 0.999163201
1520435236.117592096 -0.267967515 -0.398306454 1.175195180 -0.012582218 -0.038512659 0.002973843 0.999174469
1520435236.125926018 -0.268187548 -0.397994285 1.175006295 -0.011992402 -0.038494194 0.002965055 0.999182460
1520435236.134258986 -0.268396402 -0.397736466 1.174947102 -0.011814280 -0.038740493 0.002713066 0.999175778
1520435236.142592192 -0.268648231 -0.397474162 1.174836638 -0.011636839 -0.038727551 0.002499547 0.999178919
1520435236.150926113 -0.268888852 -0.397287533 1.174750950 -0.011620074 -0.038825037 0.002250263 0.999175924
1520435236.159259081 -0.269150370 -0.397070025 1.174655184 -0.011667910 -0.038914446 0.001831462 0.999172744
1520435236.167593002 -0.269368296 -0.396751308 1.174385276 -0.010993560 -0.039411200 0.001336873 0.999161704
1520435236.175926208 -0.269657574 -0.396606377 1.174361471 -0.011398936 -0.039564376 0.000837454 0.999151652
1520435236.184259176 -0.269937994 -0.396395050 1.174247486 -0.011509503 -0.039291038 0.000553605 0.999161368
1520435236.192592144 -0.270198995 -0.396229119 1.174276243 -0.012045477 -0.038944224 0.000220487 0.999168757
1520435236.200926065 -0.270505644 -0.395988777 1.174068005 -0.011434602 -0.038532710 0.000193794 0.999191895
1520435236.209259033 -0.270706202 -0.395835724 1.173978665 -0.011625883 -0.038422394 0.000081331 0.999193951
1520435236.217593193 -0.270950471 -0.395584600 1.173864555 -0.011648377 -0.038323489 -0.000541051 0.999197344
1520435236.225926161 -0.271231277 -0.395359415 1.173700249 -0.011599451 -0.038137928 -0.000804668 0.999204836
1520435236.234259129 -0.271446205 -0.395183844 1.173593453 -0.011660441 -0.038025319 -0.000945874 0.999208294
1520435236.242592096 -0.271672958 -0.394899240 1.173388038 -0.011211330 -0.037983954 -0.001384713 0.999214495
1520435236.250926018 -0.271870123 -0.394705115 1.173327574 -0.011454452 -0.037687062 -0.001436858 0.999222906
1520435236.259258986 -0.272045307 -0.394525238 1.173187003 -0.011364921 -0.037711766 -0.001747338 0.999222502
1520435236.267592192 -0.272209247 -0.394266173 1.172964025 -0.011161828 -0.038023726 -0.002122194 0.999212243
1520435236.275926113 -0.272382242 -0.393974072 1.172747607 -0.010843067 -0.038131293 -0.002441705 0.999210924
1520435236.284259081 -0.272652768 -0.393737081 1.172508820 -0.010686215 -0.037632822 -0.002172857 0.999232132
1520435236.292593002 -0.272679584 -0.393489754 1.172358353 -0.010140260 -0.037825340 -0.002521321 0.999229734
1520435236.300926208 -0.272720726 -0.393305092 1.172206224 -0.009708639 -0.037631068 -0.002370665 0.999241725
1520435236.309259176 -0.272847752 -0.393053966 1.172047983 -0.009522403 -0.037560188 -0.002376270 0.999246171
1520435236.317592144 -0.272938471 -0.392877393 1.171934004 -0.009639941 -0.037433534 -0.001453859 0.999251564
1520435236.325926065 -0.272984772 -0.392625486 1.171777411 -0.009447398 -0.037598015 -0.001405834 0.999247296
1520435236.334259033 -0.273036441 -0.392333061 1.171613484 -0.009154229 -0.037782659 -0.001343383 0.999243147
1520435236.342593193 -0.273022797 -0.392082664 1.171470916 -0.009081016 -0.038052343 -0.001161994 0.999233808
1520435236.350926161 -0.273015363 -0.391769206 1.171316505 -0.008792231 -0.038169752 -0.001198135 0.999231871
1520435236.359259129 -0.273003572 -0.391439388 1.171125466 -0.008761100 -0.038598145 -0.001468086 0.999215328
1520435236.367592096 -0.272978522 -0.391093707 1.170998451 -0.008366498 -0.038524234 -0.001639226 0.999221296
1520435236.375926018 -0.272839106 -0.390925408 1.170958214 -0.008182539 -0.038486647 -0.000945132 0.999225165
1520435236.384258986 -0.272724062 -0.390594122 1.170819165 -0.007929644 -0.038435850 -0.000582395 0.999229437
1520435236.392592192 -0.272604054 -0.390272717 1.170696438 -0.007664122 -0.038352207 -0.000314517 0.999234843
1520435236.400926113 -0.272535651 -0.390003442 1.170645031 -0.007690419 -0.037886963 -0.000077882 0.999252435
1520435236.409259081 -0.272282990 -0.389426502 1.170575590 -0.007111578 -0.038241484 -0.000734077 0.999242951
1520435236.417593002 -0.272055439 -0.389097870 1.170501441 -0.007173704 -0.038082168 -0.000143177 0.999248851
1520435236.425926208 -0.271773312 -0.388830346 1.170440039 -0.007269581 -0.037956964 0.000974221 0.999252457
1520435236.434259176 -0.271493306 -0.388446615 1.170357244 -0.007152123 -0.037867455 0.001353104 0.999256259
1520435236.442592144 -0.271228633 -0.388059184 1.170278543 -0.007136306 -0.037627575 0.001791604 0.999264744
1520435236.450926065 -0.270951443 -0.387655667 1.170195475 -0.007163176 -0.037445880 0.002131981 0.999270709
1520435236.459259033 -0.270599568 -0.387215012 1.170005978 -0.007309687 -0.038037742 0.002098506 0.999247364
1520435236.467593193 -0.270344904 -0.386758274 1.170017249 -0.007513697 -0.037211211 0.002318032 0.999276487
1520435236.475926161 -0.270128144 -0.386452074 1.169931626 -0.007565489 -0.036270400 0.003034515 0.999308768
1520435236.484259129 -0.269748332 -0.386059778 1.169891114 -0.007686777 -0.035763784 0.003675188 0.999323951
1520435236.492592096 -0.269220265 -0.385580976 1.169852424 -0.007853397 -0.035673640 0.004205696 0.999323785
1520435236.500926018 -0.268820374 -0.385168003 1.169725502 -0.007934454 -0.035225181 0.004814156 0.999336307
1520435236.509258986 -0.268414715 -0.384639696 1.169612082 -0.007935911 -0.034552619 0.005398489 0.999356790
1520435236.517592192 -0.267990575 -0.384129975 1.169510640 -0.007829274 -0.033834644 0.005800998 0.999379942
1520435236.525926113 -0.267449877 -0.383657486 1.169340407 -0.007730182 -0.033764876 0.006188328 0.999380749
1520435236.534259081 -0.267035001 -0.383043945 1.169155210 -0.007638684 -0.032667252 0.007051370 0.999412217
1520435236.542593002 -0.266658202 -0.382597142 1.169012609 -0.008134414 -0.032188712 0.007379765 0.999421461
1520435236.550926208 -0.266186199 -0.382077877 1.168856818 -0.008146654 -0.031475362 0.007994471 0.999439354
1520435236.559259176 -0.265702828 -0.381473561 1.168793618 -0.008417332 -0.030403868 0.008513586 0.999465993
1520435236.567592144 -0.265234582 -0.380904818 1.168615800 -0.008584400 -0.029527599 0.009291777 0.999483913
1520435236.575926065 -0.264739032 -0.380481296 1.168611600 -0.009549069 -0.028442117 0.010344173 0.999496303
1520435236.584259033 -0.264049593 -0.379791186 1.168401256 -0.008459957 -0.028056753 0.010129560 0.999519204
1520435236.592593193 -0.263826518 -0.379030411 1.168002759 -0.008697070 -0.027963435 0.010638760 0.999514494
1520435236.600926161 -0.263045295 -0.378654445 1.168101021 -0.009488236 -0.027853755 0.011276630 0.999503366
1520435236.609259129 -0.262630902 -0.378066727 1.167881581 -0.009757595 -0.026850698 0.012689839 0.999511279
1520435236.617592096 -0.261898107 -0.377159678 1.167499668 -0.008042365 -0.027292888 0.012084048 0.999522083
1520435236.625926018 -0.261444163 -0.376716743 1.167360101 -0.008550439 -0.025809639 0.014468924 0.999525589
1520435236.634258986 -0.260931118 -0.376138520 1.167111861 -0.008263140 -0.025487997 0.014746525 0.999532202
1520435236.642592192 -0.260161343 -0.375594484 1.167081004 -0.008566540 -0.024924982 0.015479659 0.999532761
1520435236.650926113 -0.259760316 -0.374985160 1.166737833 -0.008471068 -0.024600919 0.016668860 0.999522478
1520435236.659259081 -0.259108763 -0.374280507 1.166564284 -0.008896413 -0.025139741 0.016376732 0.999510205
1520435236.667593002 -0.258688705 -0.373596043 1.166294120 -0.008561419 -0.024655296 0.017122103 0.999512707
1520435236.675926208 -0.258102755 -0.372742189 1.165925561 -0.007718778 -0.025194016 0.017375192 0.999501768
1520435236.684259176 -0.257822767 -0.372348049 1.165836054 -0.008134276 -0.023911180 0.019075300 0.999498986
1520435236.692592144 -0.256856325 -0.371575061 1.165802845 -0.007252358 -0.024616238 0.018948375 0.999491072
1520435236.700926065 -0.256515173 -0.371150801 1.165675356 -0.008121528 -0.024026863 0.020226225 0.999473687
1520435236.709259033 -0.256176310 -0.370558748 1.165509508 -0.007610732 -0.023318573 0.021390213 0.999470249
1520435236.717593193 -0.255518394 -0.369830907 1.165328442 -0.007184007 -0.023920889 0.021033307 0.999466748
1520435236.725926161 -0.255014522 -0.369035305 1.165158412 -0.007076805 -0.024762624 0.020399523 0.999460150
1520435236.734259129 -0.254399461 -0.368243738 1.164876877 -0.005753727 -0.024292475 0.021102069 0.999465594
1520435236.742592096 -0.253882150 -0.367802408 1.164953223 -0.006181602 -0.023416788 0.021815754 0.999468616
1520435236.750926018 -0.253280108 -0.367236690 1.164878245 -0.006096609 -0.023569032 0.021923440 0.999463203
1520435236.759258986 -0.252632491 -0.366496476 1.164700318 -0.005531394 -0.023405013 0.022293273 0.999462165
1520435236.767592192 -0.252102219 -0.365649532 1.164440005 -0.004723119 -0.023409109 0.021558810 0.999482328
1520435236.775926113 -0.251420775 -0.364913302 1.164281353 -0.003794258 -0.023219624 0.021684990 0.999487976
1520435236.784259081 -0.250686271 -0.364203182 1.164093710 -0.002593428 -0.023318437 0.021373701 0.999496218
1520435236.792593002 -0.249976933 -0.363615769 1.163960475 -0.002427924 -0.023036404 0.021564532 0.999499075
1520435236.800926208 -0.249392131 -0.363109579 1.163770769 -0.002258189 -0.022196874 0.021976502 0.999509496
1520435236.809259176 -0.248687765 -0.362661443 1.163637937 -0.001519369 -0.021494294 0.022294044 0.999519216
1520435236.817592144 -0.248019950 -0.362173854 1.163476591 -0.001101835 -0.021297729 0.022157137 0.999527015
1520435236.825926065 -0.247167718 -0.361741983 1.163370560 -0.000410754 -0.021295391 0.022044206 0.999530085
1520435236.834259033 -0.246497461 -0.361282324 1.163127504 0.000815605 -0.021532087 0.021185204 0.999543341
1520435236.842593193 -0.245841019 -0.360918964 1.162953618 0.000626421 -0.021376214 0.021155306 0.999547457
1520435236.850926161 -0.245091249 -0.360493775 1.162803916 0.001412627 -0.021544918 0.020567195 0.999555307
1520435236.859259129 -0.244070849 -0.360164592 1.162756808 0.002424280 -0.022159162 0.020138716 0.999548661
1520435236.867592096 -0.243404749 -0.359667038 1.162405194 0.003359424 -0.021462125 0.020086981 0.999562207
