#t x y z qx qy qz qw
1520497096.980467319 0.359403821 -0.120724158 1.199734617 0.000972849 -0.024634332 -0.005461987 0.999681134
1520497096.988800287 0.359219762 -0.120496434 1.199200771 0.001891154 -0.025384830 -0.005607739 0.999660236
1520497096.997134209 0.358728789 -0.120839969 1.199150624 0.000934780 -0.024675745 -0.005432933 0.999680307
1520497097.005467176 0.358389407 -0.120920967 1.198881271 0.001088510 -0.024760206 -0.005654794 0.999676833
1520497097.013800144 0.358053695 -0.121006849 1.198664960 0.001090850 -0.024830908 -0.005947613 0.999673378
1520497097.022134304 0.357890600 -0.120833707 1.198241672 0.002246858 -0.025699164 -0.006621209 0.999645269
1520497097.030467272 0.357526811 -0.121004803 1.198053718 0.001897171 -0.025592880 -0.006281432 0.999650914
1520497097.038801193 0.357190203 -0.121070117 1.197826000 0.001896046 -0.025766716 -0.006689624 0.999643802
1520497097.047134161 0.356837288 -0.121203439 1.197609427 0.001914297 -0.025869065 -0.006991800 0.999639056
1520497097.055467129 0.356484973 -0.121302995 1.197389728 0.001899572 -0.025881800 -0.007094492 0.999638031
1520497097.063800335 0.356199400 -0.121411750 1.197185897 0.002076658 -0.026144753 -0.007407836 0.999628563
1520497097.072134256 0.355886609 -0.121504669 1.196929566 0.002599232 -0.026396368 -0.007889780 0.999617040
1520497097.080467224 0.355576477 -0.121598421 1.196692202 0.002727843 -0.026693007 -0.008171029 0.999606561
1520497097.088801146 0.355258272 -0.121675258 1.196484041 0.002712609 -0.026865283 -0.008340168 0.999600590
1520497097.097134352 0.354972151 -0.121820481 1.196306948 0.002806999 -0.026868650 -0.008432866 0.999599461
1520497097.105467319 0.354683375 -0.121866051 1.196096323 0.003068684 -0.027286525 -0.008859011 0.999583687
1520497097.113800287 0.354494130 -0.121922592 1.195915862 0.003566437 -0.027544336 -0.009625458 0.999567877
1520497097.122134209 0.354181082 -0.121993917 1.195736406 0.003619538 -0.027567864 -0.009891713 0.999564438
1520497097.130467176 0.353738418 -0.122094191 1.195520045 0.003383051 -0.027162974 -0.009386571 0.999581222
1520497097.138800144 0.353455136 -0.122149754 1.195335145 0.003417795 -0.027223196 -0.009469890 0.999578680
1520497097.147134304 0.353187729 -0.122203024 1.195176457 0.003454272 -0.027163452 -0.009295470 0.999581817
1520497097.155467272 0.353026266 -0.122204340 1.195042255 0.003904513 -0.027397651 -0.009909995 0.999567864
1520497097.163801193 0.352743238 -0.122239931 1.194882517 0.003871207 -0.027270204 -0.009870023 0.999571874
1520497097.172134161 0.352491542 -0.122291165 1.194750238 0.003767042 -0.027007598 -0.009449569 0.999583466
1520497097.180467129 0.352120759 -0.122344678 1.194634926 0.003056208 -0.026649182 -0.008823694 0.999601232
1520497097.188800335 0.351877211 -0.122351842 1.194495012 0.002817315 -0.026514701 -0.008498893 0.999608324
1520497097.197134256 0.351595237 -0.122326663 1.194359092 0.002681387 -0.026184616 -0.008214397 0.999619778
1520497097.205467224 0.351335720 -0.122298509 1.194250910 0.002416991 -0.025915670 -0.008095121 0.999628434
1520497097.213801146 0.351058362 -0.122278176 1.194102910 0.002081905 -0.025613576 -0.007559634 0.999641167
1520497097.222134352 0.350756888 -0.122266233 1.194045366 0.001352694 -0.025090224 -0.007085557 0.999659165
1520497097.230467319 0.350579353 -0.122144413 1.193956699 0.001346177 -0.025040386 -0.007251722 0.999659232
1520497097.238800287 0.350285880 -0.122012511 1.193842704 0.000888393 -0.024844614 -0.006851729 0.999667450
1520497097.247134209 0.349953647 -0.121919802 1.193784878 0.000365160 -0.024498694 -0.006526162 0.999678493
1520497097.255467176 0.349591288 -0.121867310 1.193746942 -0.000143310 -0.024272250 -0.006076995 0.999686905
