t,x,y,z,qx,qy,qz,qw
1520603863.299649239,0.448729393,0.017859544,1.144880091,0.054805513,-0.004028686,0.010376867,0.998434998
1520603863.307982206,0.448852005,0.017692397,1.144910793,0.053771693,-0.003713175,0.011414959,0.998481105
1520603863.316316128,0.449138171,0.017717668,1.144974226,0.054051672,-0.003624263,0.011234545,0.998468360
1520603863.324649096,0.449284453,0.017604855,1.145015447,0.052953612,-0.003388490,0.012440135,0.998513734
1520603863.332983255,0.449600826,0.017677306,1.145020679,0.053453672,-0.003365071,0.012319776,0.998488660
1520603863.341316223,0.449776638,0.017612432,1.145038596,0.052481516,-0.003180242,0.013577569,0.998524524
1520603863.349649191,0.450056340,0.017666723,1.145071391,0.052217278,-0.002979376,0.014251778,0.998529602
1520603863.357982159,0.450441981,0.017791143,1.145137047,0.052521619,-0.002965162,0.014168492,0.998514868
1520603863.366316080,0.450653738,0.017718208,1.145201294,0.051750010,-0.003270649,0.014933869,0.998543048
1520603863.374649048,0.451043043,0.017890921,1.145189630,0.052126250,-0.003141939,0.014920205,0.998524096
1520603863.382983208,0.451276583,0.017883168,1.145174913,0.051221510,-0.002936445,0.015925356,0.998556016
1520603863.391316175,0.451692228,0.018024993,1.145193062,0.051577537,-0.002972572,0.015799866,0.998539576
1520603863.399649143,0.451865453,0.018080693,1.145094351,0.050744512,-0.002772594,0.016756523,0.998567237
1520603863.407983065,0.452165170,0.018197519,1.145053753,0.050455492,-0.002656931,0.017123155,0.998575977
1520603863.416316032,0.452607502,0.018333125,1.145043644,0.050458760,-0.002315371,0.017330293,0.998573089
1520603863.424649239,0.452790131,0.018344228,1.144878049,0.049907543,-0.002012364,0.018346882,0.998583286
1520603863.432982206,0.453126600,0.018643401,1.144733791,0.050787993,-0.001998712,0.017893068,0.998547156
1520603863.441316128,0.453330066,0.018705487,1.144551760,0.050430073,-0.001972744,0.018851799,0.998547708
1520603863.449649096,0.453707454,0.018923059,1.144444006,0.050984326,-0.001823487,0.019087342,0.998515371
1520603863.457983255,0.453842884,0.019125314,1.144181757,0.051241928,-0.002094829,0.019837277,0.998487035
1520603863.466316223,0.454254293,0.019517349,1.143978427,0.052561823,-0.002436337,0.019929602,0.998415810
1520603863.474649191,0.454544291,0.019659675,1.143822592,0.052212964,-0.002669829,0.021586311,0.998399073
1520603863.482982159,0.455079152,0.020176388,1.143605235,0.053854865,-0.003203170,0.022001962,0.998301210
1520603863.491316080,0.455258670,0.020441151,1.143471890,0.054702484,-0.003914740,0.022462015,0.998242341
1520603863.499649048,0.455554316,0.020874856,1.143263511,0.055595230,-0.004541468,0.023176903,0.998174021
1520603863.507983208,0.455533526,0.021030132,1.143120028,0.055484145,-0.005371294,0.024118734,0.998153769
1520603863.516316175,0.455604030,0.021348801,1.142996214,0.057088180,-0.006637054,0.023369023,0.998073533
1520603863.524649143,0.455362576,0.021428379,1.142840312,0.057662507,-0.007990202,0.023067863,0.998037607
1520603863.532983065,0.455306830,0.021583321,1.142769882,0.059056380,-0.009272027,0.021846183,0.997972503
1520603863.541316032,0.455124481,0.021645035,1.142657781,0.060108179,-0.010404004,0.020938988,0.997917994
1520603863.549649239,0.454731507,0.021558286,1.142571093,0.060892790,-0.011403216,0.019672133,0.997885285
1520603863.557982206,0.454500568,0.021590082,1.142385247,0.061867268,-0.012092383,0.018729662,0.997835365
1520603863.566316128,0.454250887,0.021652443,1.142137530,0.062808343,-0.012455400,0.017884713,0.997787609
1520603863.574649096,0.453943072,0.021645384,1.141954035,0.063535677,-0.012763465,0.016951940,0.997753949
1520603863.582983255,0.453600001,0.021659779,1.141661071,0.063960299,-0.012412805,0.016281831,0.997742404
