#t x y z qx qy qz qw
1520429891.575568676 0.618853713 0.090151414 1.195021098 -0.017147748 -0.026880034 -0.034552312 0.998894167
1520429891.583901644 0.618504267 0.089865443 1.195010126 -0.017426798 -0.026493509 -0.034757215 0.998892555
1520429891.592235804 0.618251032 0.089686690 1.195032370 -0.017384042 -0.026925744 -0.035284294 0.998863263
1520429891.600568771 0.617839834 0.089448316 1.194872417 -0.017854889 -0.026115135 -0.035736100 0.998860418
1520429891.608901739 0.617505928 0.089305915 1.194737010 -0.017788244 -0.026053222 -0.036268464 0.998844035
1520429891.617234707 0.617247072 0.089053534 1.194660546 -0.018074977 -0.025843142 -0.036430028 0.998838466
1520429891.625568867 0.617055305 0.088747121 1.194551440 -0.018706553 -0.026151916 -0.037094855 0.998794330
1520429891.633901834 0.616573716 0.088294597 1.194567892 -0.019129808 -0.025920981 -0.038000934 0.998758270
1520429891.642235756 0.616446701 0.088181797 1.194403297 -0.018198793 -0.026286248 -0.038866609 0.998732809
1520429891.650568724 0.615840113 0.087880436 1.194154957 -0.019572967 -0.023885373 -0.037113823 0.998833796
1520429891.658901691 0.616089587 0.087873541 1.194031925 -0.018826681 -0.025702593 -0.038056353 0.998767564
1520429891.667234659 0.615890999 0.087779251 1.193828302 -0.018721371 -0.025709122 -0.037960638 0.998773018
1520429891.675568819 0.615488699 0.087927462 1.193317259 -0.016505978 -0.024534627 -0.037527943 0.998857977
1520429891.683901787 0.615618959 0.087678976 1.193278140 -0.017649059 -0.025641729 -0.037679322 0.998804926
1520429891.692235708 0.615466867 0.087535884 1.193103538 -0.017841163 -0.025404802 -0.037319046 0.998821094
1520429891.700568676 0.615452900 0.087263864 1.193033250 -0.018095361 -0.026141732 -0.037668549 0.998784385
1520429891.708901644 0.615355858 0.087171209 1.192891792 -0.017941660 -0.026272037 -0.037992053 0.998771486
1520429891.717235804 0.615024472 0.087088619 1.192784761 -0.018253042 -0.025526652 -0.038185889 0.998777780
1520429891.725568771 0.614826884 0.086849091 1.192622275 -0.019223799 -0.024578779 -0.037432670 0.998811856
1520429891.733901739 0.614742322 0.086817048 1.192424533 -0.019429894 -0.024065413 -0.037280365 0.998826066
1520429891.742234707 0.614676616 0.086742857 1.192242258 -0.019398668 -0.023801153 -0.037435674 0.998827196
1520429891.750568867 0.614548388 0.086792962 1.192023400 -0.019524756 -0.023655263 -0.038137608 0.998801650
1520429891.758901834 0.614502133 0.086676873 1.191844008 -0.019194458 -0.022850361 -0.037745099 0.998841700
1520429891.767235756 0.614396850 0.086648344 1.191649850 -0.019363120 -0.022430121 -0.037939111 0.998840620
