t,x,y,z,qx,qy,qz,qw
1520505542.071859360,-0.152299376,-0.177408598,1.140573113,0.017067240,-0.032588325,-0.010943554,0.999263203
1520505542.080192327,-0.156545202,-0.179058515,1.141102375,0.016878201,-0.032979529,-0.011864304,0.999243071
1520505542.088526487,-0.160982013,-0.180608998,1.141510636,0.016680445,-0.033325391,-0.013248605,0.999217522
1520505542.096859455,-0.165264605,-0.182403272,1.142131820,0.015650770,-0.032952101,-0.013524236,0.999242867
1520505542.105192423,-0.169732815,-0.183974244,1.142662547,0.014631185,-0.033197345,-0.014434852,0.999237459
1520505542.113526344,-0.174178746,-0.185750633,1.143269656,0.013294562,-0.032834853,-0.014712503,0.999264064
1520505542.121859550,-0.178589136,-0.187309722,1.143763716,0.012829981,-0.033133213,-0.015839359,0.999243062
1520505542.130193472,-0.183044083,-0.188669394,1.144148218,0.013313957,-0.033636936,-0.017410819,0.999193754
1520505542.138526440,-0.187554078,-0.190214471,1.144709703,0.012522459,-0.033759527,-0.018551088,0.999179333
1520505542.146859407,-0.192041182,-0.191767028,1.145326097,0.011593229,-0.033403280,-0.018584344,0.999201902
1520505542.155193329,-0.196494374,-0.193080255,1.145853309,0.011879878,-0.033816792,-0.020167917,0.999153916
1520505542.163526535,-0.201123903,-0.194335919,1.146279967,0.011877649,-0.033689995,-0.021042871,0.999140182
1520505542.171859503,-0.205661045,-0.195608913,1.146795185,0.011716427,-0.033816538,-0.022049212,0.999116109
1520505542.180193424,-0.210254247,-0.196866143,1.147326879,0.011480420,-0.034168575,-0.023067206,0.999083887
1520505542.188526392,-0.214804520,-0.198137525,1.147851928,0.011326313,-0.034162534,-0.023798380,0.999068703
1520505542.196859360,-0.219444932,-0.199183003,1.148364105,0.011859535,-0.034588156,-0.025345952,0.999009807
1520505542.205192327,-0.224183979,-0.200343268,1.148903374,0.011421426,-0.034586890,-0.026289415,0.998990573
1520505542.213526487,-0.228846509,-0.201537566,1.149492143,0.011364200,-0.034771612,-0.026936814,0.998967566
1520505542.221859455,-0.233621577,-0.202691403,1.150044150,0.011250073,-0.035023815,-0.027789942,0.998936678
1520505542.230192423,-0.238406871,-0.203784740,1.150627451,0.010875628,-0.035355993,-0.028982195,0.998895243
1520505542.238526344,-0.243240198,-0.204828806,1.151163042,0.011036778,-0.035988266,-0.030087589,0.998838211
1520505542.246859550,-0.248182065,-0.205858250,1.151657198,0.010915806,-0.036623928,-0.031121040,0.998784769
1520505542.255193472,-0.253001222,-0.206872743,1.152237239,0.010834124,-0.036821140,-0.031513079,0.998766114
1520505542.263526440,-0.258030031,-0.207703738,1.152700072,0.010835249,-0.037491314,-0.032456038,0.998710971
1520505542.271859407,-0.262962327,-0.208544200,1.153137404,0.011124269,-0.037825179,-0.032351512,0.998698596
1520505542.280193329,-0.267891099,-0.209327382,1.153645287,0.010874706,-0.038639065,-0.033554874,0.998630479
1520505542.288526535,-0.272900379,-0.210069936,1.154108084,0.010519828,-0.039094349,-0.033197947,0.998628490
1520505542.296859503,-0.277869413,-0.210824626,1.154541077,0.010257115,-0.040052557,-0.034336143,0.998554762
