t,x,y,z,qx,qy,qz,qw
1520500646.910717487,-0.683048643,-0.118534686,1.176764624,-0.010396274,-0.005745939,-0.106710332,0.994219194
1520500646.919050455,-0.688505972,-0.119051898,1.176397450,-0.011761541,-0.006362848,-0.106668070,0.994204759
1520500646.927383423,-0.694258060,-0.119176114,1.176036719,-0.011908550,-0.005935525,-0.105916788,0.994285970
1520500646.935717583,-0.700145054,-0.119726441,1.175966884,-0.014178393,-0.005645137,-0.105639743,0.994287358
1520500646.944050550,-0.705530130,-0.119433445,1.175261436,-0.012300717,-0.006830266,-0.106494272,0.994213765
1520500646.952383518,-0.711172766,-0.119460346,1.174617756,-0.012216454,-0.007653833,-0.106732731,0.994183233
1520500646.960717440,-0.716837460,-0.119568805,1.174046493,-0.012557045,-0.007588823,-0.106256301,0.994230521
1520500646.969050407,-0.722413485,-0.119669213,1.173505858,-0.012828108,-0.008195282,-0.105628787,0.994289111
1520500646.977384567,-0.728168657,-0.119898653,1.172900243,-0.014181371,-0.008300006,-0.104211875,0.994419370
1520500646.985717535,-0.733920716,-0.119758221,1.172218704,-0.014383084,-0.009095593,-0.103710906,0.994461887
1520500646.994050503,-0.739448401,-0.119797738,1.171436233,-0.013847359,-0.009695690,-0.103549388,0.994480653
1520500647.002383471,-0.745252299,-0.119759040,1.170715062,-0.014536394,-0.009765538,-0.102059469,0.994624146
1520500647.010717392,-0.750925982,-0.119846763,1.169848661,-0.014580327,-0.009851086,-0.100484857,0.994782973
1520500647.019050598,-0.756612945,-0.119909442,1.169032675,-0.014595347,-0.009969850,-0.099108557,0.994919631
1520500647.027384520,-0.762347162,-0.119941572,1.168024755,-0.014106131,-0.009665739,-0.098588520,0.994981354
1520500647.035717487,-0.768082904,-0.119861155,1.167066759,-0.013673035,-0.009801776,-0.097625700,0.995081000
1520500647.044050455,-0.773758330,-0.119918940,1.166000932,-0.012592574,-0.009745538,-0.097202278,0.995137261
1520500647.052383423,-0.779756824,-0.119930142,1.165050963,-0.013261359,-0.009390204,-0.095247671,0.995320974
1520500647.060717583,-0.785515064,-0.119908198,1.164008204,-0.012804449,-0.009620969,-0.094003860,0.995442996
1520500647.069050550,-0.791226331,-0.119762913,1.162959051,-0.011863598,-0.010233084,-0.093396930,0.995505677
1520500647.077383518,-0.797390110,-0.119772879,1.161899244,-0.012153282,-0.009750304,-0.091243313,0.995706727
1520500647.085717440,-0.803403673,-0.119597647,1.160865169,-0.011881596,-0.009940424,-0.090044888,0.995817219
1520500647.094050407,-0.809274602,-0.119501425,1.159846093,-0.011660039,-0.010247610,-0.088856901,0.995923431
1520500647.102384567,-0.815190024,-0.119423282,1.158860812,-0.011144895,-0.010140181,-0.087462550,0.996053849
1520500647.110717535,-0.821116368,-0.119225191,1.157888251,-0.010892317,-0.010838755,-0.086734552,0.996112944
1520500647.119050503,-0.827106915,-0.118958912,1.156972579,-0.010742671,-0.011337718,-0.085081730,0.996251550
1520500647.127383471,-0.833138921,-0.118880439,1.156126806,-0.011771062,-0.011846684,-0.083137041,0.996398179
1520500647.135717392,-0.839204777,-0.118551552,1.155256103,-0.011558941,-0.012415381,-0.081580358,0.996522400
1520500647.144050598,-0.845253827,-0.118312772,1.154571459,-0.011885673,-0.012129117,-0.080318296,0.996624597
1520500647.152384520,-0.851258710,-0.117597675,1.153637382,-0.011027897,-0.013606462,-0.078818349,0.996735129
1520500647.160717487,-0.857361926,-0.117352314,1.152978914,-0.011697670,-0.014067079,-0.077019772,0.996861694
1520500647.169050455,-0.863419231,-0.116907611,1.152251918,-0.011560457,-0.014128202,-0.075669805,0.996965812
1520500647.177383423,-0.869685500,-0.116574153,1.151831640,-0.012139848,-0.013833926,-0.074421909,0.997056982
1520500647.185717583,-0.875765592,-0.115995184,1.151086791,-0.011656450,-0.015059948,-0.073065539,0.997145301
1520500647.194050550,-0.882063511,-0.115453580,1.150498017,-0.011710335,-0.014821368,-0.072041201,0.997222774
1520500647.202383518,-0.888279959,-0.115023970,1.150105303,-0.012468572,-0.015029700,-0.070502006,0.997320465
1520500647.210717440,-0.894557135,-0.114567363,1.149653111,-0.013072006,-0.014814293,-0.069495711,0.997386588
1520500647.219050407,-0.900942099,-0.113978720,1.149221998,-0.012828487,-0.014551349,-0.068040583,0.997493943
1520500647.227384567,-0.907416040,-0.113360157,1.148828895,-0.012921882,-0.014167694,-0.067101788,0.997561854
1520500647.235717535,-0.913676404,-0.112810069,1.148549343,-0.012904173,-0.013658830,-0.065973532,0.997644432
1520500647.244050503,-0.920078538,-0.112032619,1.148333328,-0.012073095,-0.013463104,-0.064923169,0.997726399
1520500647.252383471,-0.926591577,-0.111316656,1.148091654,-0.011142421,-0.012610456,-0.064649081,0.997766165
1520500647.260717392,-0.932835821,-0.110620044,1.148054676,-0.010854114,-0.011733666,-0.063067849,0.997881233
1520500647.269050598,-0.939029419,-0.109877544,1.148164434,-0.009910024,-0.011357711,-0.062671699,0.997920364
1520500647.277384520,-0.945324995,-0.109099878,1.148156904,-0.008468442,-0.010016162,-0.062014719,0.997989046
1520500647.285717487,-0.951522235,-0.108227208,1.148322982,-0.007224343,-0.009094542,-0.061176902,0.998059359
1520500647.294050455,-0.957715304,-0.107335124,1.148458116,-0.005215741,-0.007973335,-0.060109395,0.998146323
1520500647.302383423,-0.963880601,-0.106533121,1.148780564,-0.003724100,-0.006956054,-0.059215662,0.998214030
1520500647.310717583,-0.970054793,-0.105784305,1.149191261,-0.002526169,-0.006014099,-0.058189527,0.998284242
1520500647.319050550,-0.976156951,-0.104890566,1.149537985,-0.000891033,-0.005333942,-0.056944799,0.998362682
1520500647.327383518,-0.982257925,-0.103967243,1.149910787,0.000648539,-0.005029484,-0.056653343,0.998381031
1520500647.335717440,-0.988358072,-0.103167021,1.150287624,0.002130470,-0.004651967,-0.055299573,0.998456698
1520500647.344050407,-0.994394883,-0.102377357,1.150667053,0.003716098,-0.004396575,-0.054357330,0.998504953
1520500647.352384567,-1.000554338,-0.101704012,1.151153105,0.004370158,-0.004356529,-0.053341916,0.998557240
1520500647.360717535,-1.006616842,-0.101059721,1.151613239,0.005198585,-0.004303245,-0.052931171,0.998575359
1520500647.369050503,-1.012705490,-0.100286940,1.152005286,0.006449846,-0.004016942,-0.052484473,0.998592832
1520500647.377383471,-1.018780864,-0.099734692,1.152494873,0.006772744,-0.004254235,-0.052055621,0.998612159
1520500647.385717392,-1.024851510,-0.099117916,1.152951167,0.007381254,-0.004166248,-0.051638234,0.998629888
1520500647.394050598,-1.030803490,-0.098583797,1.153441104,0.007549417,-0.004418770,-0.051297174,0.998645123
1520500647.402384520,-1.036763299,-0.098062755,1.153912415,0.007617442,-0.005007259,-0.050926812,0.998660784
1520500647.410717487,-1.042759900,-0.097576562,1.154435459,0.007758570,-0.005093789,-0.049975491,0.998707319
1520500647.419050455,-1.048570360,-0.097114472,1.154985088,0.007600149,-0.005955255,-0.049691429,0.998717946
1520500647.427383423,-1.054308612,-0.096628986,1.155516674,0.007495627,-0.006692494,-0.049399923,0.998728529
1520500647.435717583,-1.060027359,-0.096123122,1.156077858,0.007478327,-0.007545296,-0.048407223,0.998771187
1520500647.444050550,-1.065655498,-0.095655722,1.156641103,0.007643079,-0.008373502,-0.048155225,0.998775521
1520500647.452383518,-1.071144198,-0.095202899,1.157155205,0.008317258,-0.008927183,-0.048068307,0.998769526
1520500647.460717440,-1.076520513,-0.094823290,1.157806890,0.008194405,-0.009841537,-0.047612899,0.998783764
1520500647.469050407,-1.081691925,-0.094343652,1.158422705,0.009028631,-0.010962431,-0.047858994,0.998753135
1520500647.477384567,-1.086939530,-0.093957300,1.159022278,0.009291951,-0.011351877,-0.047481128,0.998764405
1520500647.485717535,-1.092136892,-0.093592066,1.159622549,0.009987814,-0.012085086,-0.047680467,0.998739589
1520500647.494050503,-1.097159907,-0.093229760,1.160167146,0.010623506,-0.012229173,-0.047348129,0.998747087
1520500647.502383471,-1.102216789,-0.092848471,1.160749130,0.011194798,-0.012510165,-0.047564873,0.998727067
1520500647.510717392,-1.107153472,-0.092520324,1.161289463,0.011962919,-0.012129086,-0.048041126,0.998700067
1520500647.519050598,-1.112074036,-0.092174440,1.161813889,0.012441396,-0.011881491,-0.047753070,0.998711012
1520500647.527384520,-1.117003421,-0.092078011,1.162387660,0.012101336,-0.011006802,-0.047436413,0.998740304
1520500647.535717487,-1.121608128,-0.091837074,1.162900633,0.012482032,-0.010407180,-0.047001547,0.998762607
1520500647.544050455,-1.126144179,-0.091559010,1.163385665,0.013211329,-0.010338485,-0.048178651,0.998697849
1520500647.552383423,-1.130754739,-0.091537469,1.163914445,0.012064692,-0.009125266,-0.047297997,0.998766275
1520500647.560717583,-1.135115721,-0.091261549,1.164348943,0.012712575,-0.008639847,-0.048570138,0.998701499
1520500647.569050550,-1.139610617,-0.091140992,1.164902105,0.011979530,-0.007719201,-0.049053227,0.998694491
1520500647.577383518,-1.144015250,-0.091022332,1.165303767,0.011164921,-0.006187250,-0.048546509,0.998739355
1520500647.585717440,-1.148162166,-0.090981165,1.165749687,0.010082535,-0.005583786,-0.049324077,0.998716326
1520500647.594050407,-1.152233118,-0.090876259,1.166256110,0.009361884,-0.004992381,-0.050389963,0.998673261
1520500647.602384567,-1.156269959,-0.090879238,1.166684967,0.008145045,-0.003968170,-0.050810133,0.998667233
1520500647.610717535,-1.160209205,-0.090859634,1.167086811,0.006943090,-0.003218432,-0.051178358,0.998660208
1520500647.619050503,-1.164110102,-0.090818225,1.167458203,0.005990385,-0.002195942,-0.052355805,0.998608113
1520500647.627383471,-1.168011360,-0.090857014,1.167891423,0.004316623,-0.001525299,-0.053102519,0.998578571
1520500647.635717392,-1.171716075,-0.090903445,1.168155879,0.003189307,-0.000679593,-0.053761651,0.998548472
1520500647.644050598,-1.175361514,-0.090958333,1.168532445,0.001848433,-0.000411429,-0.054460560,0.998514127
1520500647.652384520,-1.178769074,-0.091024654,1.168900447,0.000674784,-0.000288258,-0.055794038,0.998442030
1520500647.660717487,-1.182224445,-0.091172563,1.169198041,-0.000666185,0.000506628,-0.056282879,0.998414512
1520500647.669050455,-1.185600113,-0.091215365,1.169529662,-0.001751141,0.001026457,-0.056720502,0.998388033
1520500647.677383423,-1.188980939,-0.091305413,1.169812052,-0.003608059,0.001832634,-0.056975166,0.998367394
1520500647.685717583,-1.191934910,-0.091346231,1.170008670,-0.003454608,0.001673650,-0.057844993,0.998318196
1520500647.694050550,-1.195092562,-0.091462017,1.170287265,-0.005148220,0.002401732,-0.058041069,0.998298033
1520500647.702383518,-1.197823457,-0.091467037,1.170491987,-0.004855449,0.002068227,-0.059056295,0.998240703
1520500647.710717440,-1.200740141,-0.091490175,1.170643455,-0.005840657,0.002731097,-0.059256350,0.998221976
1520500647.719050407,-1.203296610,-0.091424335,1.170844432,-0.005589535,0.002038997,-0.060303577,0.998162351
1520500647.727384567,-1.205948006,-0.091465495,1.170989732,-0.006268928,0.002564641,-0.060810310,0.998126359
1520500647.735717535,-1.208163975,-0.091361335,1.171164731,-0.005621911,0.001442395,-0.062359238,0.998036893
1520500647.744050503,-1.210606517,-0.091326797,1.171257401,-0.005971990,0.001771463,-0.062228881,0.998042466
1520500647.752383471,-1.212664952,-0.091136564,1.171386452,-0.004764277,0.000761443,-0.063785730,0.997951954
1520500647.760717392,-1.215020781,-0.091076178,1.171511156,-0.004517735,0.001899899,-0.063160035,0.997991378
1520500647.769050598,-1.216751960,-0.090914519,1.171635275,-0.003640366,0.000704984,-0.064593057,0.997904799
1520500647.777384520,-1.218687764,-0.090824810,1.171772570,-0.003865271,0.001273858,-0.064807389,0.997889493
1520500647.785717487,-1.220238497,-0.090594358,1.171845659,-0.002706710,0.000467470,-0.065970148,0.997817816
1520500647.794050455,-1.221792196,-0.090423862,1.171942193,-0.002192633,0.000310564,-0.066583723,0.997778384
1520500647.802383423,-1.223341480,-0.090211058,1.172080774,-0.002070782,0.000469205,-0.066801785,0.997764007
1520500647.810717583,-1.224578082,-0.090047781,1.172197867,-0.001703968,0.000224583,-0.067874455,0.997692390
1520500647.819050550,-1.225735387,-0.089793026,1.172341791,-0.001611054,-0.000006775,-0.068368617,0.997658828
1520500647.827383518,-1.226753712,-0.089522945,1.172489649,-0.001587321,-0.000265421,-0.069048217,0.997612026
1520500647.835717440,-1.227656351,-0.089219295,1.172607617,-0.001606623,-0.000416392,-0.069649578,0.997570139
1520500647.844050407,-1.228405478,-0.088926572,1.172788377,-0.001832005,-0.000453028,-0.069980673,0.997546562
1520500647.852384567,-1.228979312,-0.088677612,1.172919168,-0.002023491,-0.000558001,-0.070850199,0.997484758
1520500647.860717535,-1.229495438,-0.088313879,1.173036894,-0.001900496,-0.000489533,-0.071549387,0.997435128
1520500647.869050503,-1.229830149,-0.088025070,1.173170486,-0.002278524,-0.000547818,-0.072165061,0.997389950
1520500647.877383471,-1.229935508,-0.087739406,1.173279904,-0.002322579,-0.000758093,-0.073001991,0.997328803
1520500647.885717392,-1.229977998,-0.087420413,1.173374092,-0.002711446,-0.000759173,-0.073323768,0.997304215
1520500647.894050598,-1.229898957,-0.087146691,1.173501924,-0.003357932,-0.000801706,-0.073741837,0.997271389
1520500647.902384520,-1.229678167,-0.086864760,1.173639389,-0.003949646,-0.000834493,-0.074181688,0.997236572
1520500647.910717487,-1.229379118,-0.086668326,1.173812056,-0.004682088,-0.000597290,-0.074638730,0.997199469
1520500647.919050455,-1.228882524,-0.086378137,1.173914688,-0.005150143,-0.000554511,-0.074693025,0.997193121
1520500647.927383423,-1.228247263,-0.086095251,1.174070782,-0.005753919,-0.000663496,-0.074749101,0.997185551
1520500647.935717583,-1.227361274,-0.085761248,1.174153919,-0.006004333,-0.000831199,-0.074805400,0.997179728
1520500647.944050550,-1.226348848,-0.085436726,1.174235659,-0.006268632,-0.001136761,-0.074592562,0.997193743
1520500647.952383518,-1.225225472,-0.085178158,1.174410624,-0.006545607,-0.001694894,-0.075428280,0.997128305
1520500647.960717440,-1.224119035,-0.084801964,1.174539304,-0.007222417,-0.001343759,-0.074226138,0.997214376
1520500647.969050407,-1.222731701,-0.084476964,1.174659816,-0.007511483,-0.001634778,-0.074013631,0.997227601
1520500647.977384567,-1.221160900,-0.084110121,1.174741365,-0.007642936,-0.001801162,-0.073707045,0.997249023
