t,x,y,z,qx,qy,qz,qw
1520503195.245976210,-0.856197213,-0.144506400,1.160155099,0.015796861,-0.008762213,-0.060162001,0.998025158
1520503195.254309177,-0.862491191,-0.145140853,1.160724555,0.016499411,-0.008600397,-0.059961710,0.998027252
1520503195.262643099,-0.868583015,-0.145839013,1.161396947,0.016843457,-0.008704062,-0.060542446,0.997985546
1520503195.270976305,-0.875092243,-0.146433332,1.161814573,0.017851717,-0.007925850,-0.060655030,0.997967667
1520503195.279309273,-0.881125653,-0.147389912,1.162391708,0.018022024,-0.008206715,-0.060328133,0.997982151
1520503195.287643194,-0.886969232,-0.148215942,1.162813400,0.018703594,-0.008679424,-0.060566993,0.997951142
1520503195.295976162,-0.893299398,-0.149058318,1.163293198,0.018807987,-0.008305423,-0.060226898,0.997972946
1520503195.304309130,-0.899268780,-0.150032793,1.163674992,0.019232940,-0.008392820,-0.060387650,0.997954401
1520503195.312643290,-0.905104388,-0.151004927,1.164086447,0.019461443,-0.008813746,-0.060137426,0.997961452
1520503195.320976257,-0.910927098,-0.151912358,1.164330633,0.019814584,-0.009060795,-0.059720660,0.997977318
1520503195.329309225,-0.916535285,-0.153127574,1.164718644,0.019158503,-0.009467746,-0.058491638,0.998059137
1520503195.337642193,-0.922337750,-0.154071372,1.164967512,0.019409164,-0.010057204,-0.059163604,0.998008920
1520503195.345976114,-0.927873961,-0.155280063,1.165298307,0.018892432,-0.010018929,-0.058092339,0.998082149
1520503195.354309320,-0.933518771,-0.156281947,1.165503657,0.020079212,-0.010668661,-0.058834554,0.998008768
1520503195.362642288,-0.939084673,-0.157533821,1.165685392,0.018875605,-0.010147993,-0.057671020,0.998105597
1520503195.370976210,-0.944396833,-0.158737025,1.165935000,0.018400145,-0.010645923,-0.057632094,0.998111537
1520503195.379309177,-0.949880627,-0.159914624,1.166036332,0.018995887,-0.009992577,-0.058043301,0.998083303
1520503195.387643099,-0.955261463,-0.161048912,1.166112894,0.019205021,-0.009496255,-0.058291644,0.998069673
