#t x y z qx qy qz qw
1520520700.828177452 0.586422930 0.035969612 1.257430670 0.037103395 0.006996916 -0.018802087 0.999110035
1520520700.836510658 0.586392472 0.036065742 1.257468558 0.036687426 0.006652791 -0.018953882 0.999124879
1520520700.844844580 0.586418567 0.036080894 1.257512328 0.036291885 0.006593295 -0.018626516 0.999145876
1520520700.853177547 0.586362281 0.036173985 1.257571484 0.036125559 0.006547057 -0.018838853 0.999148226
1520520700.861510515 0.586332008 0.036245057 1.257605482 0.036071798 0.006521164 -0.018975542 0.999147751
1520520700.869843483 0.586241902 0.036390247 1.257638299 0.036267175 0.006668466 -0.019383332 0.999131878
1520520700.878177643 0.586193527 0.036449180 1.257653881 0.036464713 0.006821001 -0.019374937 0.999123821
1520520700.886510611 0.586157732 0.036545372 1.257614048 0.036684221 0.006645234 -0.019668414 0.999111236
1520520700.894843578 0.586152166 0.036606283 1.257603056 0.037192676 0.006759310 -0.019743123 0.999090199
1520520700.903177500 0.585765611 0.036494676 1.257698491 0.037224226 0.007859714 -0.019375875 0.999088163
1520520700.911510468 0.585726164 0.036576131 1.257658081 0.037522957 0.007944401 -0.019471449 0.999074460
1520520700.919844627 0.585898860 0.036867054 1.257506192 0.038506837 0.007653631 -0.019861948 0.999031605
1520520700.928177595 0.585662773 0.036753036 1.257537000 0.038437878 0.008295772 -0.019699921 0.999032343
1520520700.936510563 0.585617279 0.036768529 1.257489865 0.038672441 0.008388146 -0.019728533 0.999021955
1520520700.944844484 0.585578690 0.036864857 1.257424144 0.039059128 0.008581912 -0.019955252 0.999000762
1520520700.953177452 0.585506469 0.036966093 1.257303186 0.039718384 0.008600587 -0.020231752 0.998969047
1520520700.961510658 0.585587078 0.036942848 1.257314629 0.039569549 0.008642338 -0.020729098 0.998964396
1520520700.969844580 0.585440043 0.037061224 1.257219814 0.040257010 0.009051155 -0.020647765 0.998934993
1520520700.978177547 0.585369668 0.037127265 1.257159923 0.040700566 0.009123468 -0.021044345 0.998908085
1520520700.986510515 0.585340712 0.037178054 1.257095384 0.040968701 0.009394993 -0.021386919 0.998887331
1520520700.994843483 0.585280960 0.037225033 1.257005171 0.041205061 0.009677938 -0.021616844 0.998869958
1520520701.003177643 0.585239284 0.037213219 1.256928399 0.041359321 0.010010430 -0.021832765 0.998855609
1520520701.011510611 0.585193879 0.037216225 1.256894538 0.041296070 0.010225223 -0.022198382 0.998847992
1520520701.019843578 0.585132692 0.037287480 1.256822037 0.041592625 0.010614885 -0.022719468 0.998819905
1520520701.028177500 0.585055513 0.037242133 1.256775043 0.041384257 0.010824992 -0.023058706 0.998818531
1520520701.036510468 0.585017215 0.037286219 1.256676201 0.041654916 0.010931633 -0.023652647 0.998792230
1520520701.044844627 0.584988461 0.037222468 1.256625348 0.041836906 0.010995871 -0.023979242 0.998776131
1520520701.053177595 0.584961243 0.037153734 1.256556234 0.041979692 0.011143569 -0.023976371 0.998768572
1520520701.061510563 0.584865810 0.037000429 1.256467370 0.041920919 0.010845357 -0.023860670 0.998777094
1520520701.069844484 0.584833966 0.036931440 1.256353941 0.041770005 0.010424420 -0.024044349 0.998783494
1520520701.078177452 0.584860819 0.036786122 1.256290588 0.041540065 0.009463956 -0.024445183 0.998792916
1520520701.086510658 0.584875032 0.036921599 1.256129897 0.042527262 0.008961829 -0.025181999 0.998737696
1520520701.094844580 0.584801762 0.036805571 1.256013709 0.042694453 0.008409108 -0.024715863 0.998747013
1520520701.103177547 0.584660312 0.036932366 1.255800283 0.043356901 0.007892737 -0.025174411 0.998711236
1520520701.111510515 0.584748060 0.036904635 1.255718021 0.043391656 0.007132194 -0.025629747 0.998703866
1520520701.119843483 0.584665656 0.036652762 1.255686861 0.042769206 0.006656973 -0.024888207 0.998752751
1520520701.128177643 0.584649388 0.036593898 1.255645714 0.042452903 0.006248812 -0.024814181 0.998770724
1520520701.136510611 0.584613798 0.036595469 1.255583404 0.042268346 0.005963400 -0.024716724 0.998782713
1520520701.144843578 0.584598255 0.036538400 1.255551034 0.042018652 0.005618015 -0.024547066 0.998799436
1520520701.153177500 0.584605676 0.036465888 1.255544821 0.041658378 0.005303042 -0.024313115 0.998821971
1520520701.161510468 0.584549321 0.036541352 1.255453949 0.041793680 0.005043426 -0.024229170 0.998819703
1520520701.169844627 0.584577623 0.036441715 1.255451798 0.041330025 0.004756521 -0.023823801 0.998850155
1520520701.178177595 0.584593249 0.036350909 1.255436340 0.041028804 0.004552698 -0.023348781 0.998874739
1520520701.186510563 0.584612239 0.036264649 1.255421608 0.040626877 0.004139949 -0.023073168 0.998899368
1520520701.194844484 0.584614439 0.036215706 1.255388638 0.040305685 0.003784258 -0.022792484 0.998920234
1520520701.203177452 0.584676079 0.036109000 1.255363237 0.040180800 0.003446866 -0.022442166 0.998934418
1520520701.211510658 0.584626960 0.036064155 1.255291206 0.040252569 0.003323171 -0.022098682 0.998939606
1520520701.219844580 0.584673139 0.035937356 1.255264604 0.040063493 0.003121760 -0.021719830 0.998956165
1520520701.228177547 0.584641062 0.035874517 1.255207609 0.040148321 0.003028938 -0.021527544 0.998957208
1520520701.236510515 0.584622260 0.035786885 1.255152788 0.040185692 0.002931595 -0.021390609 0.998958937
1520520701.244843483 0.584590526 0.035655394 1.255101476 0.040084173 0.003030180 -0.021104579 0.998968805
1520520701.253177643 0.584556610 0.035545420 1.255038955 0.040073387 0.002862586 -0.021220927 0.998967267
1520520701.261510611 0.584490970 0.035439824 1.254968639 0.040119798 0.002998262 -0.020992010 0.998969843
1520520701.269843578 0.584498877 0.035315357 1.254943380 0.040102296 0.002875060 -0.021110666 0.998968408
1520520701.278177500 0.584391121 0.035233044 1.254861638 0.040137934 0.003086964 -0.021077953 0.998967035
1520520701.286510468 0.584311468 0.035090603 1.254844392 0.039945661 0.003154528 -0.021244293 0.998971007
1520520701.294844627 0.584176995 0.035015389 1.254771534 0.039947478 0.003480966 -0.021364642 0.998967284
1520520701.303177595 0.584038391 0.034877694 1.254718398 0.040038121 0.003649598 -0.021452064 0.998961180
1520520701.311510563 0.583885592 0.034780544 1.254697828 0.039950408 0.003862903 -0.021657038 0.998959466
1520520701.319844484 0.583746382 0.034650062 1.254687342 0.039903776 0.003940291 -0.021826566 0.998957338
1520520701.328177452 0.583518702 0.034577224 1.254651483 0.039965150 0.004123406 -0.022092781 0.998948294
1520520701.336510658 0.583340238 0.034504768 1.254585449 0.040230641 0.004301654 -0.022132576 0.998936004
1520520701.344844580 0.583150142 0.034404679 1.254540691 0.040213688 0.004360980 -0.022301906 0.998932663
1520520701.353177547 0.583003679 0.034230669 1.254551623 0.039943206 0.004269357 -0.022572603 0.998937831
1520520701.361510515 0.582718994 0.034162062 1.254444768 0.040005267 0.004343446 -0.022427851 0.998938289
1520520701.369843483 0.582509612 0.034073531 1.254436618 0.039808522 0.004255311 -0.022644105 0.998941649
1520520701.378177643 0.582303051 0.033930622 1.254401444 0.039672949 0.004099898 -0.022689953 0.998946652
1520520701.386510611 0.582102655 0.033840188 1.254364118 0.039603640 0.003873406 -0.022827236 0.998947179
1520520701.394843578 0.581875266 0.033731006 1.254333761 0.039594204 0.003616198 -0.022888558 0.998947114
1520520701.403177500 0.581663989 0.033639562 1.254361368 0.039210417 0.003367000 -0.022957729 0.998961535
1520520701.411510468 0.581442898 0.033583409 1.254366268 0.038978386 0.003153266 -0.023060687 0.998968942
1520520701.419844627 0.581251462 0.033478082 1.254408821 0.038357889 0.002926113 -0.022930582 0.998996646
1520520701.428177595 0.581104198 0.033374236 1.254500458 0.037813123 0.002482216 -0.023156917 0.999013395
1520520701.436510563 0.580867197 0.033381619 1.254537417 0.037356704 0.002326844 -0.023252995 0.999028709
1520520701.444844484 0.580659203 0.033317976 1.254609763 0.036795361 0.002039327 -0.023384368 0.999047103
1520520701.453177452 0.580500374 0.033183026 1.254723223 0.035905020 0.001693587 -0.023321842 0.999081605
1520520701.461510658 0.580305627 0.033098305 1.254782921 0.035657766 0.001395375 -0.023386420 0.999089411
1520520701.469844580 0.580118617 0.033039068 1.254852924 0.035194959 0.001137313 -0.023376268 0.999106387
1520520701.478177547 0.579968305 0.032960716 1.254938542 0.034885873 0.000813564 -0.023428537 0.999116318
1520520701.486510515 0.579760096 0.032925850 1.254956365 0.034735505 0.000863252 -0.023313901 0.999124197
1520520701.494843483 0.579607604 0.032905909 1.255026693 0.034556382 0.000733301 -0.023385642 0.999128836
1520520701.503177643 0.579504252 0.032824558 1.255146919 0.034272800 0.000793681 -0.023107784 0.999145022
1520520701.511510611 0.579371093 0.032764472 1.255278943 0.033985715 0.000766170 -0.023180977 0.999153155
1520520701.519843578 0.579231539 0.032785468 1.255360607 0.034126807 0.000865951 -0.023291306 0.999145698
1520520701.528177500 0.579105374 0.032732197 1.255463730 0.034010554 0.001154523 -0.023185582 0.999151829
1520520701.536510468 0.578976676 0.032678680 1.255563975 0.033981077 0.001353703 -0.023139737 0.999153645
1520520701.544844627 0.578905036 0.032611837 1.255746104 0.033539116 0.001632177 -0.023192592 0.999166937
1520520701.553177595 0.578799890 0.032600583 1.255841232 0.033656668 0.001971517 -0.023249907 0.999161040
1520520701.561510563 0.578720689 0.032533211 1.255996226 0.033461673 0.002231591 -0.023267455 0.999166634
1520520701.569844484 0.578600888 0.032452623 1.256135417 0.033279534 0.002543784 -0.023234749 0.999172732
1520520701.578177452 0.578514139 0.032579418 1.256200408 0.033564769 0.002741698 -0.023630773 0.999153380
1520520701.586510658 0.578383622 0.032604703 1.256309188 0.033585177 0.002975473 -0.023795646 0.999148112
1520520701.594844580 0.578291993 0.032667882 1.256454342 0.033553399 0.003214079 -0.024211619 0.999138447
1520520701.603177547 0.578233717 0.032632101 1.256641385 0.033179406 0.003529360 -0.024123865 0.999151995
1520520701.611510515 0.578182079 0.032623141 1.256844806 0.032940489 0.003912941 -0.024187760 0.999156927
1520520701.619843483 0.578093692 0.032703491 1.256981588 0.033060725 0.004082141 -0.024404951 0.999146998
1520520701.628177643 0.577945784 0.032853802 1.256997357 0.033482168 0.003949147 -0.024841040 0.999122751
1520520701.636510611 0.577902699 0.032870223 1.257173395 0.033238936 0.004255122 -0.024851600 0.999129353
1520520701.644843578 0.577800757 0.032950711 1.257251297 0.033214171 0.004213747 -0.025019827 0.999126154
1520520701.653177500 0.577751282 0.033027492 1.257379560 0.032897170 0.004107847 -0.025136599 0.999134152
1520520701.661510468 0.577633107 0.033102492 1.257480881 0.032687932 0.003731793 -0.025508190 0.999133077
1520520701.669844627 0.577585026 0.033147758 1.257602678 0.032211907 0.003401527 -0.025691212 0.999145027
1520520701.678177595 0.577508843 0.033180410 1.257697963 0.031747518 0.002994036 -0.025851529 0.999157059
