#t x y z qx qy qz qw
1520437769.098024368 0.491047660 0.093308275 1.179157650 0.009117029 0.000503904 0.001038914 0.999957772
1520437769.106357336 0.491052233 0.093228017 1.179161783 0.008995910 0.000688989 0.000842707 0.999958944
1520437769.114690304 0.491047323 0.093136215 1.179147998 0.008913300 0.000893649 0.000676232 0.999959648
1520437769.123023510 0.490985936 0.093028090 1.179195402 0.008629506 0.001173008 0.000482635 0.999961961
1520437769.131357431 0.490942323 0.092955122 1.179148648 0.008792780 0.001150334 0.000145592 0.999960671
1520437769.139690399 0.490870241 0.092817510 1.179125469 0.008838434 0.001163387 -0.000267895 0.999960228
1520437769.148023367 0.490500343 0.092408965 1.179296571 0.007966195 0.002283057 -0.000600626 0.999965483
1520437769.156357527 0.490381497 0.092204787 1.179249635 0.007978825 0.002357942 -0.001318845 0.999964519
1520437769.164690495 0.490316701 0.091968147 1.179179308 0.008238538 0.002588466 -0.001782961 0.999961123
1520437769.173024416 0.490253624 0.091744303 1.179088842 0.008340108 0.002635570 -0.002593517 0.999958384
1520437769.181357384 0.490240828 0.091552285 1.178982113 0.008750049 0.002936021 -0.002754333 0.999953614
1520437769.189690351 0.490237082 0.091449274 1.178799355 0.009345337 0.003038651 -0.003304893 0.999946253
1520437769.198023319 0.490290819 0.091299496 1.178672883 0.009654402 0.003069169 -0.003590530 0.999942239
1520437769.206357479 0.490375525 0.091186074 1.178556161 0.010001437 0.003050757 -0.003732017 0.999938366
1520437769.214690447 0.490440577 0.091101524 1.178408851 0.010399681 0.002859893 -0.003976479 0.999933925
1520437769.223024368 0.490522761 0.090984819 1.178327734 0.010855711 0.002980499 -0.004077233 0.999928321
1520437769.231357336 0.490594826 0.090846853 1.178229593 0.010964092 0.002622119 -0.004420650 0.999926683
1520437769.239690304 0.490592518 0.090712320 1.178158860 0.011149857 0.002746592 -0.004673545 0.999923144
1520437769.248023510 0.490595004 0.090539077 1.178094951 0.011221224 0.002798274 -0.005090759 0.999920166
1520437769.256357431 0.490590333 0.090358900 1.178100684 0.011161645 0.002796918 -0.005474969 0.999918806
1520437769.264690399 0.490609493 0.090157617 1.178068276 0.010984805 0.002788710 -0.005917445 0.999918267
1520437769.273023367 0.490596883 0.090010868 1.178053159 0.010855438 0.002830961 -0.006339578 0.999916974
1520437769.281357527 0.490609876 0.089881678 1.178066758 0.010671110 0.002994363 -0.006641122 0.999916525
