t,x,y,z,qx,qy,qz,qw
1520522601.318114996,0.783784427,-0.279181157,1.261461655,0.007891993,-0.009527896,-0.003367995,0.999917793
1520522601.326449156,0.783683181,-0.279149405,1.261536993,0.008245347,-0.009448039,-0.003311519,0.999915888
1520522601.334782124,0.783585817,-0.279097976,1.261608495,0.008594444,-0.009316408,-0.003325385,0.999914137
1520522601.343115091,0.783491487,-0.279029139,1.261690624,0.009180875,-0.008779664,-0.003215511,0.999914141
1520522601.351448059,0.783395598,-0.278970137,1.261770453,0.009496412,-0.008526968,-0.003363133,0.999912895
1520522601.359782219,0.783285780,-0.278919544,1.261882286,0.009649694,-0.008098984,-0.003554415,0.999914324
1520522601.368115187,0.783160465,-0.278819543,1.261959382,0.009730543,-0.007952823,-0.004124171,0.999912526
1520522601.376448154,0.783039157,-0.278722111,1.262043678,0.009954982,-0.007474582,-0.004636014,0.999911764
1520522601.384782076,0.782930598,-0.278621026,1.262104586,0.010183526,-0.007017168,-0.005215290,0.999909924
1520522601.393115044,0.782825062,-0.278525201,1.262177311,0.010484833,-0.006486966,-0.005893042,0.999906625
1520522601.401448011,0.782708851,-0.278406925,1.262232761,0.010780659,-0.006014135,-0.006611457,0.999901943
1520522601.409782171,0.782596673,-0.278268252,1.262279125,0.011169751,-0.005583926,-0.007356698,0.999894962
1520522601.418115139,0.782572768,-0.278229577,1.262358285,0.011175863,-0.005287284,-0.007785095,0.999893263
1520522601.426449060,0.782485389,-0.278109750,1.262401554,0.011506741,-0.005050886,-0.008517426,0.999884762
1520522601.434782028,0.782460246,-0.277848537,1.262431628,0.012526680,-0.004929361,-0.009739404,0.999861954
1520522601.443114996,0.782314105,-0.277624150,1.262461673,0.013066620,-0.004713190,-0.010681681,0.999846464
1520522601.451449156,0.782309224,-0.277580729,1.262569558,0.013065234,-0.004785279,-0.011053816,0.999842094
1520522601.459782124,0.782309377,-0.277519655,1.262612854,0.013200177,-0.004911180,-0.011157393,0.999838561
1520522601.468115091,0.782191121,-0.277362922,1.262702609,0.013215441,-0.004854829,-0.011932059,0.999829690
1520522601.476448059,0.782133613,-0.277256204,1.262791054,0.013127523,-0.005018337,-0.012415989,0.999824148
1520522601.484782219,0.782076296,-0.277149488,1.262892693,0.012967248,-0.005214755,-0.012785594,0.999820577
1520522601.493115187,0.781958825,-0.276986554,1.262965537,0.012924484,-0.005363899,-0.013345248,0.999813028
1520522601.501448154,0.781958441,-0.276959018,1.263096545,0.012413540,-0.005737461,-0.013339899,0.999817500
1520522601.509782076,0.781892193,-0.276895481,1.263244824,0.011847343,-0.005950516,-0.013612594,0.999819448
1520522601.518115044,0.781882297,-0.277052018,1.263502816,0.010450462,-0.005972315,-0.012931213,0.999843939
1520522601.526448011,0.781850228,-0.277050745,1.263637041,0.009875819,-0.006146162,-0.012983928,0.999848044
1520522601.534782171,0.781822057,-0.277059196,1.263799475,0.009151873,-0.006302495,-0.012991157,0.999853865
1520522601.543115139,0.781796930,-0.277082867,1.263976175,0.008327004,-0.006417779,-0.013005800,0.999860151
1520522601.551449060,0.781838070,-0.277217573,1.264148173,0.007421591,-0.006685061,-0.012672628,0.999869809
1520522601.559782028,0.781810493,-0.277301252,1.264264316,0.006985885,-0.006878172,-0.012659934,0.999871799
1520522601.568114996,0.781797950,-0.277367870,1.264376675,0.006426462,-0.007074202,-0.012564039,0.999875393
1520522601.576449156,0.781671216,-0.277352408,1.264421087,0.006545253,-0.007480121,-0.013171682,0.999863848
1520522601.584782124,0.781708166,-0.277285918,1.264464869,0.007064386,-0.007944619,-0.013719246,0.999849368
1520522601.593115091,0.781693577,-0.277322503,1.264545712,0.006944107,-0.008239842,-0.013777185,0.999847025
1520522601.601448059,0.781574647,-0.277399796,1.264617125,0.006578240,-0.008221015,-0.013640762,0.999851525
1520522601.609782219,0.781723102,-0.277617285,1.264753824,0.006354978,-0.008261288,-0.012915194,0.999862272
1520522601.618115187,0.781718315,-0.277500846,1.264795687,0.007119729,-0.008362957,-0.013650730,0.999846502
1520522601.626448154,0.781610362,-0.277401055,1.264888158,0.007326833,-0.008125509,-0.014319124,0.999837615
1520522601.634782076,0.781380035,-0.277413535,1.264984314,0.007128812,-0.007768831,-0.014808765,0.999834749
