#t x y z qx qy qz qw
1520504430.578620195 -0.694258094 -0.063045861 1.154843207 0.020947018 -0.012610632 -0.067779476 0.997400690
1520504430.586953163 -0.700651374 -0.062469829 1.154685675 0.020052898 -0.011154815 -0.067032822 0.997486868
1520504430.595287085 -0.707099797 -0.061943704 1.154499538 0.019146274 -0.009961914 -0.066310746 0.997565569
1520504430.603620052 -0.713522946 -0.061254776 1.154332421 0.018746339 -0.008506162 -0.066084797 0.997601634
1520504430.611953020 -0.719966423 -0.060640011 1.154168660 0.018129720 -0.007735992 -0.065355668 0.997667331
1520504430.620287180 -0.726362142 -0.060136022 1.154101282 0.017418394 -0.006178704 -0.064942296 0.997717857
1520504430.628620148 -0.732628867 -0.059620721 1.154052054 0.017023634 -0.005316160 -0.063867082 0.997799043
1520504430.636953115 -0.738994509 -0.059068181 1.154082385 0.016377493 -0.004161367 -0.063181192 0.997859007
1520504430.645286083 -0.745458342 -0.058336885 1.154150108 0.015992608 -0.003000188 -0.063099801 0.997874566
1520504430.653620005 -0.751503998 -0.057699055 1.154192269 0.016126966 -0.002336550 -0.063231125 0.997865866
1520504430.661953211 -0.757728786 -0.056963300 1.154348351 0.016250612 -0.001190180 -0.063258660 0.997864141
1520504430.670286179 -0.763891622 -0.056212363 1.154594679 0.016728021 -0.000173635 -0.062845769 0.997883036
1520504430.678620100 -0.770100128 -0.055250122 1.154819999 0.017587186 0.001242879 -0.063355075 0.997835297
1520504430.686953068 -0.776043194 -0.054492681 1.155185559 0.017976208 0.002191303 -0.062968240 0.997851219
1520504430.695287228 -0.781842905 -0.053684813 1.155649080 0.019342176 0.003868031 -0.062181985 0.997869891
1520504430.703620195 -0.787953001 -0.052778374 1.156232655 0.019446087 0.005457631 -0.062266170 0.997855194
1520504430.711953163 -0.793516921 -0.051637752 1.156586320 0.021286811 0.005897259 -0.062036496 0.997829428
1520504430.720287085 -0.799201402 -0.050613766 1.157191320 0.022836658 0.006746095 -0.061317206 0.997834244
1520504430.728620052 -0.804868263 -0.049632927 1.157853726 0.023660028 0.007509579 -0.060909906 0.997834552
1520504430.736953020 -0.810428396 -0.048718868 1.158475688 0.025002462 0.008439714 -0.060154887 0.997840186
1520504430.745287180 -0.815917332 -0.047699104 1.159125197 0.027149426 0.009758034 -0.059175074 0.997830647
1520504430.753620148 -0.821297857 -0.046590774 1.159877478 0.027975044 0.010340205 -0.058885234 0.997819125
1520504430.761953115 -0.826593267 -0.045369205 1.160252293 0.030527989 0.010157801 -0.058903428 0.997745081
1520504430.770286083 -0.831875842 -0.044384643 1.160895451 0.031343333 0.010699622 -0.058314694 0.997748721
1520504430.778620005 -0.836953260 -0.043335071 1.161528861 0.032907027 0.011358989 -0.058021806 0.997708159
1520504430.786953211 -0.842011169 -0.042157465 1.162097292 0.034488957 0.011456775 -0.057954991 0.997657493
1520504430.795286179 -0.847105301 -0.041225854 1.162726641 0.035177515 0.011843973 -0.058082469 0.997621516
1520504430.803620100 -0.851944022 -0.040168971 1.163222488 0.036515210 0.011947264 -0.058369165 0.997555484
1520504430.811953068 -0.856867819 -0.039201490 1.163814139 0.037101634 0.012116962 -0.058344431 0.997533245
1520504430.820287228 -0.861481905 -0.038189994 1.164298635 0.038046048 0.011876342 -0.058374042 0.997498833
1520504430.828620195 -0.866145825 -0.037338069 1.164866456 0.038221264 0.011782579 -0.058456556 0.997488414
1520504430.836953163 -0.870613289 -0.036478885 1.165402841 0.038431026 0.011469571 -0.058332623 0.997491258
1520504430.845287085 -0.875046016 -0.035565897 1.165879577 0.038474912 0.011164999 -0.058386097 0.997489893
1520504430.853620052 -0.879232426 -0.034817871 1.166417592 0.038539719 0.010695321 -0.058372024 0.997493362
1520504430.861953020 -0.883433765 -0.033930326 1.166806227 0.038901452 0.010363826 -0.058511769 0.997474632
1520504430.870287180 -0.887498807 -0.033302473 1.167246206 0.037989797 0.010092904 -0.057890161 0.997548815
1520504430.878620148 -0.891422950 -0.032507414 1.167568012 0.038312631 0.010045184 -0.057719540 0.997546837
1520504430.886953115 -0.895282805 -0.031803046 1.167869033 0.038016965 0.009879351 -0.057743984 0.997558390
1520504430.895286083 -0.898946509 -0.031231109 1.168143980 0.037788550 0.009956963 -0.057405902 0.997585809
1520504430.903620005 -0.902745548 -0.030776431 1.168450729 0.036805092 0.010525718 -0.056847663 0.997648704
1520504430.911953211 -0.906170699 -0.030219928 1.168487789 0.036625297 0.010235308 -0.056444250 0.997681248
1520504430.920286179 -0.909572574 -0.029600719 1.168528303 0.036610422 0.009894377 -0.056610635 0.997675806
1520504430.928620100 -0.912878499 -0.029222005 1.168660575 0.035295891 0.010059427 -0.055974759 0.997757403
1520504430.936953068 -0.916092047 -0.028751263 1.168731426 0.034896159 0.010335850 -0.056020125 0.997766092
1520504430.945287228 -0.919044060 -0.028381358 1.168741651 0.034724880 0.010254908 -0.055617163 0.997795445
1520504430.953620195 -0.921973803 -0.027978836 1.168708282 0.034300073 0.010504816 -0.055261548 0.997827297
1520504430.961953163 -0.924729811 -0.027616041 1.168640134 0.034228055 0.010561276 -0.055072793 0.997839610
1520504430.970287085 -0.927327352 -0.027241788 1.168585366 0.033910706 0.010714801 -0.055117356 0.997846348
1520504430.978620052 -0.929825109 -0.026921891 1.168485477 0.033559802 0.011011700 -0.054503221 0.997888712
1520504430.986953020 -0.932190494 -0.026574060 1.168354774 0.033452453 0.011194811 -0.054371741 0.997897451
1520504430.995287180 -0.934456721 -0.026180415 1.168201256 0.033160251 0.011524453 -0.054176295 0.997914081
1520504431.003620148 -0.936562232 -0.025998957 1.168095927 0.032239140 0.011473048 -0.054090427 0.997949514
1520504431.011953115 -0.938514340 -0.025550227 1.167919772 0.032936288 0.011718109 -0.054441549 0.997904807
1520504431.020286083 -0.940354894 -0.025463276 1.167857126 0.031885352 0.011900459 -0.053807355 0.997971178
1520504431.028620005 -0.942061835 -0.025177001 1.167713658 0.031885080 0.011825193 -0.054340111 0.997943214
1520504431.036953211 -0.943620767 -0.024889544 1.167576025 0.031908215 0.011858467 -0.054331347 0.997942557
1520504431.045286179 -0.945142258 -0.024645059 1.167443982 0.031764155 0.011749881 -0.054803040 0.997922645
1520504431.053620100 -0.946337787 -0.024358388 1.167323268 0.032319874 0.011487769 -0.055078641 0.997892680
1520504431.061953068 -0.947498706 -0.024141245 1.167215933 0.032270019 0.011004113 -0.055561675 0.997872966
1520504431.070287228 -0.948528883 -0.023949513 1.167125639 0.032230836 0.010636657 -0.056086082 0.997848879
1520504431.078620195 -0.949508015 -0.023742512 1.166986646 0.032587421 0.010137227 -0.056529529 0.997817473
1520504431.086953163 -0.950224719 -0.023558388 1.166895331 0.032813153 0.009651257 -0.057394249 0.997765529
1520504431.095287085 -0.950944722 -0.023377882 1.166796458 0.032865923 0.009093548 -0.058052635 0.997730941
1520504431.103620052 -0.951471783 -0.023248965 1.166688778 0.032971866 0.008227199 -0.058545399 0.997706172
1520504431.111953020 -0.951918575 -0.023049614 1.166612980 0.033198383 0.007298768 -0.059833339 0.997629474
1520504431.120287180 -0.952223537 -0.022936218 1.166504183 0.033405381 0.006376890 -0.060715657 0.997575574
1520504431.128620148 -0.952422891 -0.022822966 1.166361456 0.033652254 0.005336797 -0.061583283 0.997520197
1520504431.136953115 -0.952504078 -0.022754013 1.166231712 0.034009590 0.004288192 -0.062428178 0.997460617
1520504431.145286083 -0.952534878 -0.022691311 1.166097013 0.034219127 0.003035657 -0.063175279 0.997411009
1520504431.153620005 -0.952324832 -0.022659317 1.165959614 0.034437114 0.001918158 -0.064134295 0.997345075
1520504431.161953211 -0.952046844 -0.022642344 1.165834432 0.034847390 0.000820058 -0.065074683 0.997271414
1520504431.170286179 -0.951666529 -0.022731572 1.165668488 0.035158990 0.000120388 -0.065313505 0.997245194
1520504431.178620100 -0.951245200 -0.022671612 1.165576526 0.035157357 -0.001133352 -0.066349296 0.997176237
1520504431.186953068 -0.950691500 -0.022703889 1.165446939 0.035290664 -0.001932999 -0.066913294 0.997132611
1520504431.195287228 -0.950067291 -0.022742221 1.165296079 0.035468950 -0.002556816 -0.067350294 0.997095459
1520504431.203620195 -0.949284350 -0.022801454 1.165139982 0.035669129 -0.003152410 -0.067699788 0.997062944
1520504431.211953163 -0.948425449 -0.022889152 1.164984749 0.036061339 -0.003636332 -0.068026165 0.997024973
1520504431.220287085 -0.947481650 -0.022988755 1.164839078 0.036266021 -0.003967575 -0.068459464 0.996986628
1520504431.228620052 -0.946468633 -0.023110828 1.164710417 0.036374377 -0.004255151 -0.068527038 0.996976852
1520504431.236953020 -0.945289204 -0.023259461 1.164596850 0.036553977 -0.004505330 -0.068548804 0.996967688
1520504431.245287180 -0.944037242 -0.023445543 1.164466380 0.036682952 -0.004702177 -0.068538707 0.996962736
1520504431.253620148 -0.942842040 -0.023565165 1.164326257 0.036792493 -0.004428999 -0.068898827 0.996935127
1520504431.261953115 -0.941485131 -0.023788349 1.164220126 0.036632614 -0.004437292 -0.068641330 0.996958740
1520504431.270286083 -0.939871676 -0.024050860 1.164049543 0.036762787 -0.004735503 -0.068511042 0.996961539
1520504431.278620005 -0.938297768 -0.024301649 1.163868955 0.036760165 -0.004537177 -0.068332835 0.996974788
1520504431.286953211 -0.936637452 -0.024606808 1.163707993 0.036616613 -0.004397284 -0.068476693 0.996970827
1520504431.295286179 -0.934798081 -0.024895086 1.163511365 0.036680743 -0.004405710 -0.068355385 0.996976757
1520504431.303620100 -0.932971422 -0.025265170 1.163353209 0.036295756 -0.004517822 -0.067877906 0.997022967
1520504431.311953068 -0.930875793 -0.025630320 1.163132765 0.036281558 -0.004396848 -0.067873129 0.997024350
1520504431.320287228 -0.928764795 -0.026003017 1.162926949 0.036123098 -0.004350456 -0.067729595 0.997040068
1520504431.328620195 -0.926497006 -0.026441874 1.162676925 0.035956998 -0.004358522 -0.067648330 0.997051554
1520504431.336953163 -0.924165438 -0.026911120 1.162453909 0.035556590 -0.004300460 -0.067261058 0.997092365
1520504431.345287085 -0.921792273 -0.027357641 1.162209389 0.035309328 -0.004252391 -0.067281891 0.997099953
1520504431.353620052 -0.919229806 -0.027828351 1.161960029 0.035249346 -0.004299225 -0.067194691 0.997107754
1520504431.361953020 -0.916582710 -0.028344667 1.161698872 0.035059099 -0.004196735 -0.067290194 0.997108458
